"claim_id","orig_conv_r","orig_sample_size_value","orig_stat_type","orig_stat_value","orig_stat_dof_1","paper_id","repli_type","repli_sample_size_value","repli_conv_r","repli_score_criteria_met","t_from_stat","t_from_r","t_orig","abs_t","t_source","discipline","safeguard_defined","markup_approx","r_sg","N_naive","N_safeguard","markup","ratio_obs_safeguard"
"zb3Y_single-trace",0.0457374489991547,236,"t",3.84,NA,"zb3Y","secondary data",225,0.244360484156161,TRUE,3.84,0.700381387264068,3.84,3.84,"direct_stat","education",TRUE,1.64017225588151,0.0357130718514602,3749,6151,1.64070418778341,0.0365794179808161
"zekm_single-trace",0.132615456219052,229,"t",1.970956,217,"zekm","new data",471,0.131082252214725,TRUE,1.970956,2.01585825193772,1.970956,1.970956,"direct_stat","business",TRUE,3.0458496525247,0.0759871074107002,444,1357,3.05630630630631,0.347089167280766
"zlBL_9k761j",-0.0503120032348288,4458,"t",-3.36086267815811,NA,"zlBL","secondary data",4971,-0.0181204229673633,FALSE,-3.36086267815811,-3.36274984921937,-3.36086267815811,3.36086267815811,"direct_stat","psychology and health",TRUE,1.7797620874463,-0.0377129611789876,3098,5516,1.78050355067786,0.901196519216824
"zlBL_bv7vrq",0.0522863078483319,4458,"t",3.49310174270316,NA,"zlBL","secondary data",4971,0.0385756867847429,TRUE,3.49310174270316,3.49506316783538,3.49310174270316,3.49310174270316,"direct_stat","psychology and health",TRUE,1.73558382027316,0.0396885451286487,2868,4980,1.73640167364017,0.998192771084337
"zlBL_g7jwq5",0.0257568730659733,4458,"t",1.7183816796552,NA,"zlBL","secondary data",4971,0.0315499044339642,TRUE,1.7183816796552,1.71992629271282,1.7183816796552,1.7183816796552,"direct_stat","psychology and health",TRUE,3.84129242488722,0.0131417878730754,11828,45444,3.84206966520122,0.109387377871666
"zlBL_md2wdj",-0.0219638901323568,4458,"t",-1.46519838641943,NA,"zlBL","secondary data",4971,-0.0532592292531808,TRUE,-1.46519838641943,-1.4665154189428,-1.46519838641943,1.46519838641943,"direct_stat","psychology and health",TRUE,5.52093296425286,-0.00934766254257123,16267,89823,5.5217925862175,0.0553421729401156
"zlBL_mo9wrp",-0.047560705529292,4458,"t",-3.17664609534585,NA,"zlBL","secondary data",4971,-0.0679626625644632,TRUE,-3.17664609534585,-3.17842982623791,-3.17664609534585,3.17664609534585,"direct_stat","psychology and health",TRUE,1.85077936625082,-0.0349599629675674,3467,6419,1.85145659071243,0.774419691540738
"zlBL_single-trace",-0.0502725873984653,4458,"z",-3.36086267815811,NA,"zlBL","secondary data",6126.243,0.00384184969039739,FALSE,-3.36086267815811,-3.3601086988602,-3.36086267815811,3.36086267815811,"direct_stat","psychology and health",TRUE,1.7797620874463,-0.0376834157860189,3103,5525,1.78053496616178,1.10882226244344
"zlm2_single-trace",0.751006339440224,29,"t",5.91,27,"zlm2","new data",79,0.0553485138474047,FALSE,5.91,5.91,5.91,5.91,"direct_stat","psychology and health",TRUE,1.35968039679698,0.644058305291195,11,16,1.45454545454545,4.9375
"zmYY_g82z5k",0.132052747564986,813,"z",4.49462365591398,NA,"zmYY","secondary data",785,0.0732920606927948,TRUE,4.49462365591398,3.79383004011267,4.49462365591398,4.49462365591398,"direct_stat","sociology and criminology",TRUE,1.51386359759388,0.107325783794371,447,679,1.51901565995526,1.15611192930781
"zmYY_moyz3d",0.195008277035205,430,"z",4.8785046728972,NA,"zmYY","secondary data",619,0.114143227966267,TRUE,4.8785046728972,4.11333201273316,4.8785046728972,4.8785046728972,"direct_stat","sociology and criminology",TRUE,1.46043095981484,0.161366184287586,204,299,1.4656862745098,2.07023411371237
"zmYY_single-trace",0.132052747564986,813,"z",4.49462365591398,NA,"zmYY","secondary data",1384,-0.00208130562429774,FALSE,4.49462365591398,3.79383004011267,4.49462365591398,4.49462365591398,"direct_stat","sociology and criminology",TRUE,1.51386359759388,0.107325783794371,447,679,1.51901565995526,2.03829160530191
"zqwm_single-trace",-0.00223525688932862,7977660,"z",-6.31344336022082,NA,"zqwm","secondary data",49196731,-0.001755917314829,TRUE,-6.31344336022082,-6.31344256883039,-6.31344336022082,6.31344336022082,"direct_stat","education",TRUE,1.3312776309252,-0.00193728325541559,1570909,2091317,1.33127825991194,23.5242820672332
