"rho","median_N","selected","rep","rule","n","portfolio","conditioned","condition_number","attainment","median_ratio"
0.3,100,FALSE,90,"point",194,-0.0124106703747064,-0.0241284872750975,62.9342802702656,0,0.520408163265306
0.3,100,FALSE,90,"safeguard",194,0.987069282117932,0.975663929433007,62.9342802702656,0.5,0.999378495960224
0.3,100,FALSE,90,"original_size",194,-0.753979846391545,-0.0252325737681087,62.9342802702656,0.572164948453608,1.17789867296446
0.3,100,FALSE,90,"capped_safeguard",194,0.0417179514154687,-0.258708632004294,62.9342802702656,0.417525773195876,0.964365284974093
0.3,100,FALSE,91,"point",189,0.0353326993148493,0.0680504752004737,63.0539601549111,0.0105820105820106,0.53030303030303
0.3,100,FALSE,91,"safeguard",189,1.03334434087736,1.06680830858485,63.0539601549111,0.470899470899471,0.990147783251232
0.3,100,FALSE,91,"original_size",189,-1.41783279285014,0.0662898750278121,63.0539601549111,0.597883597883598,1.45849802371542
0.3,100,FALSE,91,"capped_safeguard",189,0.284567928558748,-0.517147212901482,63.0539601549111,0.391534391534392,0.953020134228188
0.3,100,FALSE,92,"point",195,-0.0138134438620807,0.0285530744082888,63.3001018870451,0.0153846153846154,0.516666666666667
0.3,100,FALSE,92,"safeguard",195,0.985847359917861,1.02942631612113,63.3001018870451,0.487179487179487,0.983673469387755
0.3,100,FALSE,92,"original_size",195,-1.24280084109649,0.0276870384325891,63.3001018870451,0.564102564102564,1.34254143646409
0.3,100,FALSE,92,"capped_safeguard",195,0.195394423130223,-0.280979670658947,63.3001018870451,0.4,0.951612903225806
0.3,100,FALSE,93,"point",186,0.041982492568222,0.0407069451677545,59.2502759395621,0,0.547535800632323
0.3,100,FALSE,93,"safeguard",186,1.04152790643959,1.04053965637164,59.2502759395621,0.516129032258065,1
0.3,100,FALSE,93,"original_size",186,-0.58553427743108,0.0407931997430634,59.2502759395621,0.60752688172043,1.564132641552
0.3,100,FALSE,93,"capped_safeguard",186,0.0252633163225219,-0.320216083824816,59.2502759395621,0.440860215053763,0.974512987012987
0.3,100,FALSE,94,"point",195,-0.000583965045029093,0.00681544073408848,64.6321328254062,0,0.513227513227513
0.3,100,FALSE,94,"safeguard",195,0.999784939206092,1.00662376359082,64.6321328254062,0.466666666666667,0.980392156862745
0.3,100,FALSE,94,"original_size",195,-0.430318383631457,0.00696171995443648,64.6321328254062,0.558974358974359,1.15573770491803
0.3,100,FALSE,94,"capped_safeguard",195,0.0493953773067761,-0.0832114997193364,64.6321328254062,0.364102564102564,0.930232558139535
0.3,100,FALSE,95,"point",190,0.0187591290235745,0.0106566994320506,66.2411981651965,0,0.506779813218391
0.3,100,FALSE,95,"safeguard",190,1.01914018013056,1.01100831967095,66.2411981651965,0.521052631578947,1
0.3,100,FALSE,95,"original_size",190,-0.751918263298785,0.012120421374835,66.2411981651965,0.573684210526316,1.24865296160706
0.3,100,FALSE,95,"capped_safeguard",190,-0.0119071781857462,-0.371606706571819,66.2411981651965,0.421052631578947,0.957188644688645
0.3,100,FALSE,96,"point",188,0.0293196580388996,0.0579032760226666,62.8504308779377,0.00531914893617021,0.522522522522523
0.3,100,FALSE,96,"safeguard",188,1.02899038449583,1.05807403160703,62.8504308779377,0.484042553191489,0.990654205607477
0.3,100,FALSE,96,"original_size",188,-0.523646308266933,0.0581111558031054,62.8504308779377,0.579787234042553,1.17743271221532
0.3,100,FALSE,96,"capped_safeguard",188,0.0555747576103931,-0.124257014628598,62.8504308779377,0.404255319148936,0.966889023650697
0.3,100,FALSE,97,"point",187,0.0207696687490503,-0.0375691062010998,64.8705824885747,0,0.537190082644628
0.3,100,FALSE,97,"safeguard",187,1.02005953687109,0.962089550856379,64.8705824885747,0.529411764705882,1.0014450867052
0.3,100,FALSE,97,"original_size",187,-1.15632816261305,-0.0396323965380295,64.8705824885747,0.6524064171123,1.5748031496063
0.3,100,FALSE,97,"capped_safeguard",187,0.296239787809352,-0.202040302361554,64.8705824885747,0.46524064171123,0.976190476190476
0.3,100,FALSE,98,"point",183,-0.0120351000216918,0.00644290042732963,62.4759890954264,0,0.523809523809524
0.3,100,FALSE,98,"safeguard",183,0.9885970436534,1.00786926433831,62.4759890954264,0.491803278688525,0.993589743589744
0.3,100,FALSE,98,"original_size",183,-0.706912307735562,0.00697456364039365,62.4759890954264,0.584699453551913,1.46206896551724
0.3,100,FALSE,98,"capped_safeguard",183,0.0178036819103803,-0.274910528002318,62.4759890954264,0.426229508196721,0.962732919254658
0.3,100,FALSE,99,"point",191,0.0208613754293915,0.00286924668501071,62.4554015755923,0,0.555555555555556
0.3,100,FALSE,99,"safeguard",191,1.02047239586533,1.00315925544929,62.4554015755923,0.518324607329843,1
0.3,100,FALSE,99,"original_size",191,-0.817019163988073,0.00333192942097193,62.4554015755923,0.659685863874346,1.79232505643341
0.3,100,FALSE,99,"capped_safeguard",191,0.0569092853785866,-0.309358226882103,62.4554015755923,0.408376963350785,0.957894736842105
0.3,100,FALSE,100,"point",191,-0.00159505032815714,-0.00188625242908242,64.9531568099572,0.00523560209424084,0.5
0.3,100,FALSE,100,"safeguard",191,0.99796800013231,0.998202263336563,64.9531568099572,0.460732984293194,0.984375
0.3,100,FALSE,100,"original_size",191,-0.644947851978786,-0.0020307912052591,64.9531568099572,0.549738219895288,1.2280701754386
0.3,100,FALSE,100,"capped_safeguard",191,0.0366468747945529,-0.239661184095863,64.9531568099572,0.3717277486911,0.931034482758621
0.1,500,FALSE,1,"point",177,-0.00411585423132752,0.00336919622050045,104.281780270372,0,0.434885556432518
0.1,500,FALSE,1,"safeguard",177,0.99595795183818,1.00343864518192,104.281780270372,0.553672316384181,1.01216545012165
0.1,500,FALSE,1,"original_size",177,-0.564724341466385,0.00339162137449758,104.281780270372,0.418079096045198,0.665351223362273
0.1,500,FALSE,1,"capped_safeguard",177,-0.0215521630040944,-0.0416280457339249,104.281780270372,0.0677966101694915,0.336473755047106
0.1,500,FALSE,2,"point",174,0.0212034669632234,0.0424516038141665,117.958393695788,0,0.432600516026204
0.1,500,FALSE,2,"safeguard",174,1.02121503003891,1.04239799827188,117.958393695788,0.505747126436782,1.00418448707118
0.1,500,FALSE,2,"original_size",174,-0.850701213692121,0.0423754490043569,117.958393695788,0.408045977011494,0.689138450535794
0.1,500,FALSE,2,"capped_safeguard",174,-0.0217294675044066,-0.0434036872803752,117.958393695788,0.028735632183908,0.307600019680346
0.1,500,FALSE,3,"point",179,-0.00520111108757484,-0.0349126289890841,117.39682830398,0,0.44903777619387
0.1,500,FALSE,3,"safeguard",179,0.994782422669144,0.965096243596361,117.39682830398,0.458100558659218,0.982417582417582
0.1,500,FALSE,3,"original_size",179,-0.626552094676244,-0.034808146268228,117.39682830398,0.41340782122905,0.723151645979493
0.1,500,FALSE,3,"capped_safeguard",179,-0.0297884008575096,-0.0269211157624179,117.39682830398,0.0279329608938547,0.314663310258024
0.1,500,FALSE,4,"point",176,0.00616361730006322,-0.0232169584651385,111.403711940563,0,0.437283552009213
0.1,500,FALSE,4,"safeguard",176,1.00612659027165,0.976801192798163,111.403711940563,0.505681818181818,1.002620072638
0.1,500,FALSE,4,"original_size",176,-0.486061575192875,-0.0231782909788177,111.403711940563,0.357954545454545,0.676761365448171
0.1,500,FALSE,4,"capped_safeguard",176,-0.0155766137846351,-0.032416359252364,111.403711940563,0.0340909090909091,0.294553902236215
0.1,500,FALSE,5,"point",188,-0.00866097321222637,-0.0284312251575843,110.387163724091,0,0.491749170380594
0.1,500,FALSE,5,"safeguard",188,0.991258702264882,0.971717275941167,110.387163724091,0.553191489361702,1.02034510332885
0.1,500,FALSE,5,"original_size",188,-0.978552396556958,-0.0284382994479792,110.387163724091,0.48936170212766,0.952237026071223
0.1,500,FALSE,5,"capped_safeguard",188,-0.0155860122027844,-0.04308390811684,110.387163724091,0.0585106382978723,0.35002268960522
0.1,500,FALSE,6,"point",177,-0.00842421494652803,-0.00819248878053277,110.037837419578,0,0.41553748870822
0.1,500,FALSE,6,"safeguard",177,0.991532476859196,0.991791999669997,110.037837419578,0.525423728813559,1.00811642877134
0.1,500,FALSE,6,"original_size",177,-0.550920205767709,-0.00818446111252643,110.037837419578,0.367231638418079,0.586328815556865
0.1,500,FALSE,6,"capped_safeguard",177,-0.0299012049902784,-0.0395286425266086,110.037837419578,0.0508474576271186,0.294637595757219
0.1,500,FALSE,7,"point",180,-0.00941522465448959,-0.014674805347929,94.9583688284985,0,0.427843260446126
0.1,500,FALSE,7,"safeguard",180,0.990593292173875,0.985519846161971,94.9583688284985,0.55,1.01042180868465
0.1,500,FALSE,7,"original_size",180,-0.567759911674362,-0.0145667624682058,94.9583688284985,0.366666666666667,0.596089642585498
0.1,500,FALSE,7,"capped_safeguard",180,-0.0309291094563685,-0.0349446642323005,94.9583688284985,0.0555555555555556,0.325945379713618
0.1,500,FALSE,8,"point",173,-0.0113184618707457,-0.0104990242089119,100.495572669158,0,0.441370869033048
0.1,500,FALSE,8,"safeguard",173,0.988644318301994,0.989614986337677,100.495572669158,0.485549132947977,0.99390243902439
0.1,500,FALSE,8,"original_size",173,-0.548570702713384,-0.0104499277903059,100.495572669158,0.398843930635838,0.726726726726727
0.1,500,FALSE,8,"capped_safeguard",173,-0.0207207997636855,-0.018657581279323,100.495572669158,0.069364161849711,0.347222222222222
0.1,500,FALSE,9,"point",172,-0.0128659183542985,-0.00992812043448688,137.459009171633,0,0.419612470921755
0.1,500,FALSE,9,"safeguard",172,0.987146089053251,0.990031242758981,137.459009171633,0.488372093023256,0.991911763676831
0.1,500,FALSE,9,"original_size",172,-0.410647909497555,-0.00986547567211658,137.459009171633,0.38953488372093,0.657434160030115
0.1,500,FALSE,9,"capped_safeguard",172,-0.0125057522637983,-0.0114490102189184,137.459009171633,0.0290697674418605,0.313634947410825
0.1,500,FALSE,10,"point",178,0.0227893182986129,0.0226884025797506,109.425942696029,0,0.460821236942852
0.1,500,FALSE,10,"safeguard",178,1.0227332643293,1.02273362179273,109.425942696029,0.449438202247191,0.978243962824111
0.1,500,FALSE,10,"original_size",178,-0.546177492081269,0.0227204301533559,109.425942696029,0.421348314606742,0.83712997513112
0.1,500,FALSE,10,"capped_safeguard",178,-0.061925464615811,-0.0533562387188983,109.425942696029,0.050561797752809,0.323731024687818
0.1,500,FALSE,11,"point",177,-0.00513342619373902,-0.00880120402795326,114.101599796599,0,0.432
0.1,500,FALSE,11,"safeguard",177,0.9948493628231,0.991170115754262,114.101599796599,0.497175141242938,0.997150997150997
0.1,500,FALSE,11,"original_size",177,-0.51878058488143,-0.00899872096270022,114.101599796599,0.384180790960452,0.718002081165453
0.1,500,FALSE,11,"capped_safeguard",177,-0.00672854574157093,-0.00971535758789705,114.101599796599,0.0451977401129944,0.283929585462805
0.1,500,FALSE,12,"point",176,-0.0119728251369424,0.0104966918672128,104.796554342996,0.00568181818181818,0.43143908858552
0.1,500,FALSE,12,"safeguard",176,0.987908987812218,1.01034720882001,104.796554342996,0.551136363636364,1.0145586426979
0.1,500,FALSE,12,"original_size",176,-0.562947156237795,0.0104404561466592,104.796554342996,0.409090909090909,0.76384372604796
0.1,500,FALSE,12,"capped_safeguard",176,-0.0561500565196362,-0.0478273711050054,104.796554342996,0.0625,0.355794321264425
0.1,500,FALSE,13,"point",172,0.00828535293357896,0.00361542250780486,102.499916536142,0,0.451095527196134
0.1,500,FALSE,13,"safeguard",172,1.00826340015132,1.0035722617379,102.499916536142,0.453488372093023,0.982234113779847
0.1,500,FALSE,13,"original_size",172,-0.317692324831934,0.00362424940914371,102.499916536142,0.453488372093023,0.805331931300386
0.1,500,FALSE,13,"capped_safeguard",172,-0.0148579414504747,-0.0192428605183422,102.499916536142,0.0755813953488372,0.358595754966853
0.1,500,FALSE,14,"point",182,-0.00352053805839787,0.0103246312888677,101.085407435698,0,0.464040025911934
0.1,500,FALSE,14,"safeguard",182,0.996443317891206,1.0102746455711,101.085407435698,0.472527472527473,0.991008007232339
0.1,500,FALSE,14,"original_size",182,-0.545894374749404,0.0101042392532759,101.085407435698,0.472527472527473,0.849801045309795
0.1,500,FALSE,14,"capped_safeguard",182,-0.0354335993695429,-0.0311194134817645,101.085407435698,0.0714285714285714,0.356976931368733
0.1,500,FALSE,15,"point",177,-0.00556438762537049,0.00111690387360314,120.749298674325,0,0.428139183055976
0.1,500,FALSE,15,"safeguard",177,0.99438933783658,1.00109939665938,120.749298674325,0.480225988700565,0.991853360488798
0.1,500,FALSE,15,"original_size",177,-0.357658022229582,0.00110280910443217,120.749298674325,0.361581920903955,0.686363636363636
0.1,500,FALSE,15,"capped_safeguard",177,-0.0138175870488961,-0.0171344270564207,120.749298674325,0.0338983050847458,0.298329355608592
0.1,500,FALSE,16,"point",172,0.00418429851197293,0.0212425872525296,110.913840273017,0,0.429345174950286
0.1,500,FALSE,16,"safeguard",172,1.00416208519471,1.02129499981753,110.913840273017,0.465116279069767,0.983195815004161
0.1,500,FALSE,16,"original_size",172,-0.677450951935467,0.021201622413805,110.913840273017,0.395348837209302,0.76239345866808
0.1,500,FALSE,16,"capped_safeguard",172,-0.0274788847887253,-0.0437800735700462,110.913840273017,0.0465116279069767,0.364169150602643
0.1,500,FALSE,17,"point",169,-0.0157960546199436,0.0378949833752169,108.596068147335,0,0.45021645021645
0.1,500,FALSE,17,"safeguard",169,0.984216510227316,1.03779340580329,108.596068147335,0.538461538461538,1.00778642936596
0.1,500,FALSE,17,"original_size",169,-0.927130185267805,0.0379337204232094,108.596068147335,0.42603550295858,0.817102137767221
0.1,500,FALSE,17,"capped_safeguard",169,-0.0469095875773368,-0.079383038077221,108.596068147335,0.0650887573964497,0.375657400450789
0.1,500,FALSE,18,"point",176,0.00161970983003541,-0.0129826021036968,105.15789458906,0,0.435877166311949
0.1,500,FALSE,18,"safeguard",176,1.00162983239182,0.987033510423202,105.15789458906,0.539772727272727,1.01115938464092
0.1,500,FALSE,18,"original_size",176,-0.433763384566335,-0.01290017270155,105.15789458906,0.357954545454545,0.686225832990539
0.1,500,FALSE,18,"capped_safeguard",176,-0.0414741232464696,-0.039069657299124,105.15789458906,0.0738636363636364,0.333118504078205
0.1,500,FALSE,19,"point",179,-0.0103380481802916,-0.0145924719698666,112.937688742006,0,0.431614939505523
0.1,500,FALSE,19,"safeguard",179,0.989644561880769,0.985407460268544,112.937688742006,0.486033519553073,0.995192720405185
0.1,500,FALSE,19,"original_size",179,-0.66908484395738,-0.0145597369672663,112.937688742006,0.391061452513966,0.697019867549669
0.1,500,FALSE,19,"capped_safeguard",179,-0.0318286870024706,-0.0462978117747371,112.937688742006,0.0446927374301676,0.332667997338656
0.1,500,FALSE,20,"point",174,0.00929010436674026,0.000828996035022696,105.205424914367,0.00574712643678161,0.448600248819785
0.1,500,FALSE,20,"safeguard",174,1.00930794769948,1.00084364225133,105.205424914367,0.580459770114943,1.01974672185188
0.1,500,FALSE,20,"original_size",174,-0.465112573163456,0.0010034342859366,105.205424914367,0.396551724137931,0.71014670800461
0.1,500,FALSE,20,"capped_safeguard",174,-0.015181535602211,-0.0285616238459781,105.205424914367,0.0747126436781609,0.327867936385668
0.1,500,FALSE,21,"point",178,-0.00530151826906806,-0.0092352213926829,122.264827644694,0,0.40031468087382
0.1,500,FALSE,21,"safeguard",178,0.99458683979131,0.990750902657436,122.264827644694,0.50561797752809,1.00267429213913
0.1,500,FALSE,21,"original_size",178,-0.792292307416337,-0.00912580730483444,122.264827644694,0.314606741573034,0.537565203188959
0.1,500,FALSE,21,"capped_safeguard",178,-0.00895840608098367,-0.0231372365121575,122.264827644694,0.0168539325842697,0.275564052050549
0.1,500,FALSE,22,"point",170,-0.014016698672608,-0.0172380456512254,103.015807646458,0,0.430546660755045
0.1,500,FALSE,22,"safeguard",170,0.986038547698786,0.982769522104377,103.015807646458,0.552941176470588,1.01681302801245
0.1,500,FALSE,22,"original_size",170,-0.435122820981351,-0.01727578135171,103.015807646458,0.411764705882353,0.695066255928805
0.1,500,FALSE,22,"capped_safeguard",170,-0.0272850460915544,-0.0335886726328537,103.015807646458,0.0764705882352941,0.332172072409763
0.1,500,FALSE,23,"point",177,0.0123563403484268,0.0106471143600913,109.964781377265,0,0.404861693210394
0.1,500,FALSE,23,"safeguard",177,1.01236599314342,1.01057944413279,109.964781377265,0.474576271186441,0.985912292660759
0.1,500,FALSE,23,"original_size",177,-0.615719151992589,0.0107866837097535,109.964781377265,0.372881355932203,0.577396657871592
0.1,500,FALSE,23,"capped_safeguard",177,-0.0130919395530941,-0.0272124129402573,109.964781377265,0.0338983050847458,0.317863954227591
0.1,500,FALSE,24,"point",171,-0.00785897752993402,0.00322970950120936,125.405612541559,0,0.408871745419479
0.1,500,FALSE,24,"safeguard",171,0.992144128755927,1.00320651758155,125.405612541559,0.555555555555556,1.02266646848989
0.1,500,FALSE,24,"original_size",171,-0.62868342197637,0.00335575524885861,125.405612541559,0.35672514619883,0.616666666666667
0.1,500,FALSE,24,"capped_safeguard",171,-0.0157527538927551,-0.0216026701887557,125.405612541559,0.0467836257309941,0.252652854977261
0.1,500,FALSE,25,"point",185,0.0136336249958054,-0.00409171378327201,110.180920189488,0,0.408351810790835
0.1,500,FALSE,25,"safeguard",185,1.01367440716997,0.99576639477621,110.180920189488,0.45945945945946,0.992063492063492
0.1,500,FALSE,25,"original_size",185,-0.606456947447374,-0.00401335284081783,110.180920189488,0.345945945945946,0.636511375947996
0.1,500,FALSE,25,"capped_safeguard",185,-0.0329333872654528,-0.0176581420034336,110.180920189488,0.027027027027027,0.300661455201443
0.1,500,FALSE,26,"point",175,0.00608269146921313,0.00413183094368761,105.707369437291,0,0.386806596701649
0.1,500,FALSE,26,"safeguard",175,1.00607905022631,1.00413426975686,105.707369437291,0.502857142857143,1.00035890533872
0.1,500,FALSE,26,"original_size",175,-0.310857627831677,0.00420617387309633,105.707369437291,0.325714285714286,0.514965464313124
0.1,500,FALSE,26,"capped_safeguard",175,-0.00422677987613942,-0.00657173082039575,105.707369437291,0.0342857142857143,0.264690312334569
0.1,500,FALSE,27,"point",181,0.00352856999508219,0.00336253603493284,116.142874249003,0.00552486187845304,0.426486683692083
0.1,500,FALSE,27,"safeguard",181,1.00349471519487,1.00335699178673,116.142874249003,0.480662983425414,0.991704464072571
0.1,500,FALSE,27,"original_size",181,-0.418691101091482,0.00345600298004012,116.142874249003,0.425414364640884,0.801315789473684
0.1,500,FALSE,27,"capped_safeguard",181,-0.022530159018637,-0.0289830759743745,116.142874249003,0.0552486187845304,0.340599455040872
0.1,500,FALSE,28,"point",184,0.00278284805876502,0.00489469336673214,118.183214680885,0,0.460173679538027
0.1,500,FALSE,28,"safeguard",184,1.00285041205763,1.00492680604095,118.183214680885,0.451086956521739,0.987479250570492
0.1,500,FALSE,28,"original_size",184,-0.512627201147962,0.00483523328974697,118.183214680885,0.451086956521739,0.846788965060276
0.1,500,FALSE,28,"capped_safeguard",184,-0.0286763160964055,-0.0312760078561974,118.183214680885,0.0489130434782609,0.335009315166887
0.1,500,FALSE,29,"point",179,0.0166951559721189,0.0309698168689945,109.269521285276,0,0.454787234042553
0.1,500,FALSE,29,"safeguard",179,1.0167052561162,1.03103055489324,109.269521285276,0.536312849162011,1.00792393026941
0.1,500,FALSE,29,"original_size",179,-0.760362626920022,0.0310478190283045,109.269521285276,0.424581005586592,0.824902723735409
0.1,500,FALSE,29,"capped_safeguard",179,-0.0276283357850436,-0.0649067572044271,109.269521285276,0.0670391061452514,0.370644922164566
0.1,500,FALSE,30,"point",175,-0.00232209331886875,0.00895807362515698,105.982249606357,0,0.432388924661945
0.1,500,FALSE,30,"safeguard",175,0.997690987945478,1.00902040036298,105.982249606357,0.468571428571429,0.989154013015184
0.1,500,FALSE,30,"original_size",175,-0.60921469712162,0.00910486909172146,105.982249606357,0.4,0.745119305856833
0.1,500,FALSE,30,"capped_safeguard",175,-0.014535016513533,-0.0441036157806097,105.982249606357,0.0457142857142857,0.340367597004765
0.1,500,FALSE,31,"point",179,-0.0181434092014446,-0.0329092760736733,110.70338690931,0,0.41588785046729
0.1,500,FALSE,31,"safeguard",179,0.981949824236639,0.96711161333767,110.70338690931,0.502793296089385,1
0.1,500,FALSE,31,"original_size",179,-0.741553879693327,-0.0328646021985509,110.70338690931,0.357541899441341,0.627450980392157
0.1,500,FALSE,31,"capped_safeguard",179,-0.0481033340930524,-0.0820268780163591,110.70338690931,0.0223463687150838,0.322164948453608
0.1,500,FALSE,32,"point",173,-0.000103644942227657,0.0167544837610634,116.187036184297,0,0.44331700489853
0.1,500,FALSE,32,"safeguard",173,0.999852946578746,1.01672916616684,116.187036184297,0.485549132947977,0.995575221238938
0.1,500,FALSE,32,"original_size",173,-0.646833665393107,0.0167856210694433,116.187036184297,0.410404624277457,0.792089249492901
0.1,500,FALSE,32,"capped_safeguard",173,-0.0230632201652925,-0.0279116951043026,116.187036184297,0.0635838150289017,0.313087038196619
0.1,500,FALSE,33,"point",185,0.00926372186034456,-0.00790966877701805,113.801680518964,0,0.396729776247849
0.1,500,FALSE,33,"safeguard",185,1.00923102081746,0.992002468692821,113.801680518964,0.513513513513513,1.0109450685355
0.1,500,FALSE,33,"original_size",185,-0.399083051138329,-0.00804147446662013,113.801680518964,0.362162162162162,0.570900123304562
0.1,500,FALSE,33,"capped_safeguard",185,-0.0130474015140842,-0.0226425580537771,113.801680518964,0.0162162162162162,0.30229746070133
0.1,500,FALSE,34,"point",176,-0.0304317824617057,-0.0550628521873611,106.544016365137,0,0.447798155712244
0.1,500,FALSE,34,"safeguard",176,0.969547941446455,0.944928344347189,106.544016365137,0.505681818181818,1.0015187077178
0.1,500,FALSE,34,"original_size",176,-0.631375628236178,-0.0551719027430281,106.544016365137,0.409090909090909,0.741335372883142
0.1,500,FALSE,34,"capped_safeguard",176,-0.0561482588214973,-0.0795219194181528,106.544016365137,0.0511363636363636,0.300789125925797
0.1,500,FALSE,35,"point",177,-0.00597786303835934,0.00736897427896565,104.112758996718,0,0.403899131171858
0.1,500,FALSE,35,"safeguard",177,0.994008018322213,1.00736216442234,104.112758996718,0.468926553672316,0.990363232023721
0.1,500,FALSE,35,"original_size",177,-0.364857062024085,0.00745153038965816,104.112758996718,0.406779661016949,0.569902461681375
0.1,500,FALSE,35,"capped_safeguard",177,-0.00717225296601974,-0.0163075915040042,104.112758996718,0.0395480225988701,0.328731097961867
0.1,500,FALSE,36,"point",175,-0.0055188281447715,0.0125390599189957,108.891921989949,0,0.427718832891247
0.1,500,FALSE,36,"safeguard",175,0.99443153889305,1.01253771417198,108.891921989949,0.548571428571429,1.01138450238707
0.1,500,FALSE,36,"original_size",175,-0.451958143632846,0.0126539468614575,108.891921989949,0.388571428571429,0.638025594149909
0.1,500,FALSE,36,"capped_safeguard",175,-0.0332094671121895,-0.0431100596542007,108.891921989949,0.0457142857142857,0.287852619458837
0.1,500,FALSE,37,"point",179,-0.0109281276608643,-0.000919158215322175,114.285842950471,0,0.382022471910112
0.1,500,FALSE,37,"safeguard",179,0.989108562449536,0.999138500057584,114.285842950471,0.452513966480447,0.982708933717579
0.1,500,FALSE,37,"original_size",179,-0.33471599567181,-0.000857752655602706,114.285842950471,0.312849162011173,0.493683851143735
0.1,500,FALSE,37,"capped_safeguard",179,-0.0408280925130296,-0.0407354227849524,114.285842950471,0.0502793296089385,0.270709258256632
0.1,500,FALSE,38,"point",174,-0.00364906915081656,-0.0206061081256287,101.028754508592,0,0.407706733296244
0.1,500,FALSE,38,"safeguard",174,0.996296830310853,0.979307258051428,101.028754508592,0.482758620689655,0.996789581398354
0.1,500,FALSE,38,"original_size",174,-0.49350196239972,-0.0206790941346425,101.028754508592,0.310344827586207,0.578980625491739
0.1,500,FALSE,38,"capped_safeguard",174,-0.0316079124049533,-0.0511066032213786,101.028754508592,0.0459770114942529,0.257533672378436
0.1,500,FALSE,39,"point",178,-0.0309413786315164,-0.0363855085564062,117.358874625018,0,0.455119462624536
0.1,500,FALSE,39,"safeguard",178,0.969139335833636,0.963690513433824,117.358874625018,0.49438202247191,0.995973423464169
0.1,500,FALSE,39,"original_size",178,-0.548026743254063,-0.036111406652558,117.358874625018,0.432584269662921,0.777622811431744
0.1,500,FALSE,39,"capped_safeguard",178,-0.0264279828238533,-0.0344875571578624,117.358874625018,0.0617977528089888,0.333282264098994
0.1,500,FALSE,40,"point",183,-0.0103120002082378,-0.00151405742256733,114.785160999874,0,0.443919716646989
0.1,500,FALSE,40,"safeguard",183,0.989683754299606,0.998462791851591,114.785160999874,0.524590163934426,1.00398009950249
0.1,500,FALSE,40,"original_size",183,-0.464641184772364,-0.00141303945047935,114.785160999874,0.40983606557377,0.6998556998557
0.1,500,FALSE,40,"capped_safeguard",183,-0.0171287091646134,-0.024907677708168,114.785160999874,0.0327868852459016,0.315855969677827
0.1,500,FALSE,41,"point",176,0.0154371942152443,0.0117842428368524,108.199811889092,0,0.426283881439277
0.1,500,FALSE,41,"safeguard",176,1.01541926175721,1.01168216061141,108.199811889092,0.505681818181818,1.00234794275492
0.1,500,FALSE,41,"original_size",176,-0.494430497439466,0.0116984426887206,108.199811889092,0.409090909090909,0.580846079827231
0.1,500,FALSE,41,"capped_safeguard",176,-0.015483142491252,-0.0145800439911867,108.199811889092,0.0454545454545455,0.277085086388512
0.1,500,FALSE,42,"point",175,0.00752947728353921,0.0118620243247749,105.317129335469,0,0.3769669327252
0.1,500,FALSE,42,"safeguard",175,1.00750683703161,1.01187397250957,105.317129335469,0.485714285714286,0.988069414316703
0.1,500,FALSE,42,"original_size",175,-0.404231224814539,0.0118462247627229,105.317129335469,0.314285714285714,0.475213675213675
0.1,500,FALSE,42,"capped_safeguard",175,-0.0261462022041436,-0.027094596704082,105.317129335469,0.0342857142857143,0.257864878803507
0.1,500,FALSE,43,"point",182,0.023643331748476,0.0116262762331346,102.146268455339,0,0.471302531951705
0.1,500,FALSE,43,"safeguard",182,1.02362381552243,1.01156196342718,102.146268455339,0.43956043956044,0.971874527588813
0.1,500,FALSE,43,"original_size",182,-0.447125663280374,0.011625510617865,102.146268455339,0.510989010989011,1.01592519043932
0.1,500,FALSE,43,"capped_safeguard",182,-0.0193706364335366,-0.0333150158652914,102.146268455339,0.0604395604395604,0.352883458805775
0.1,500,FALSE,44,"point",174,-0.018006927986496,-0.00399086709110337,115.756445896718,0,0.401969212199057
0.1,500,FALSE,44,"safeguard",174,0.98194960202292,0.996067545646389,115.756445896718,0.431034482758621,0.979947167339731
0.1,500,FALSE,44,"original_size",174,-0.624276698060403,-0.0039613331231282,115.756445896718,0.350574712643678,0.555540660286427
0.1,500,FALSE,44,"capped_safeguard",174,-0.0231196800116456,-0.029918660380623,115.756445896718,0.028735632183908,0.270639344617712
0.1,500,FALSE,45,"point",174,0.00684693175849648,0.00903543411069677,117.420084708342,0.00574712643678161,0.393417907703622
0.1,500,FALSE,45,"safeguard",174,1.00682803514904,1.00900521915214,117.420084708342,0.540229885057471,1.01733210585653
0.1,500,FALSE,45,"original_size",174,-0.637621631783837,0.00894515448589146,117.420084708342,0.35632183908046,0.469261750292641
0.1,500,FALSE,45,"capped_safeguard",174,-0.0113435813093545,-0.0175928749659461,117.420084708342,0.028735632183908,0.257600269677356
0.1,500,FALSE,46,"point",176,-0.0117073455720994,-0.0343743993953848,109.578000931792,0,0.431197464828128
0.1,500,FALSE,46,"safeguard",176,0.98827935897548,0.965744375816304,109.578000931792,0.522727272727273,1.01436398702551
0.1,500,FALSE,46,"original_size",176,-0.694513053793337,-0.0341524239460217,109.578000931792,0.420454545454545,0.732289963604301
0.1,500,FALSE,46,"capped_safeguard",176,-0.015069311089045,-0.037902315677124,109.578000931792,0.0340909090909091,0.327446304810266
0.1,500,FALSE,47,"point",179,-0.00991901321225911,0.00627098877463782,121.038723405784,0.00558659217877095,0.442321822189567
